scenario_name,period_number,simulation_number,curve_name,curve_adate,curve_year,period_length,parallel_shock_size
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,1,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,2,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,3,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,4,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,5,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,6,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,7,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,8,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,9,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,10,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,12,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,15,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,20,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,25,1.0,-0.25
USD_SWAP_SHIFT_04,0,0,USD_SWAP,2025-05-20,30,1.0,-0.25
USD_SWAP_SHIFT_04,1,0,USD_SWAP,2025-05-20,1,1.0,-0.5
USD_SWAP_SHIFT_04,1,0,USD_SWAP,2025-05-20,2,1.0,-0.5
USD_SWAP_SHIFT_04,1,0,USD_SWAP,2025-05-20,3,1.0,-0.5
USD_SWAP_SHIFT_04,1,0,USD_SWAP,2025-05-20,4,1.0,-0.5
USD_SWAP_SHIFT_04,1,0,USD_SWAP,2025-05-20,5,1.0,-0.5
USD_SWAP_SHIFT_04,1,0,USD_SWAP,2025-05-20,6,1.0,-0.5
