scenario_name,period_number,simulation_number,curve_name,curve_adate,curve_year,period_length,parallel_shock_size
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,1,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,2,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,3,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,4,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,5,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,6,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,7,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,8,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,9,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,10,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,12,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,15,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,20,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,25,1.0,-0.25
USD_SWAP_SHIFT_05,0,0,USD_SWAP,2025-05-27,30,1.0,-0.25
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,1,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,2,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,3,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,4,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,5,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,6,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,7,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,8,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,9,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,10,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,12,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,15,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,20,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,25,1.0,-0.5
USD_SWAP_SHIFT_05,1,0,USD_SWAP,2025-05-27,30,1.0,-0.5
USD_SWAP_SHIFT_05,2,0,USD_SWAP,2025-05-27,1,1.0,-0.75
USD_SWAP_SHIFT_05,2,0,USD_SWAP,2025-05-27,2,1.0,-0.75
USD_SWAP_SHIFT_05,2,0,USD_SWAP,2025-05-27,3,1.0,-0.75
USD_SWAP_SHIFT_05,2,0,USD_SWAP,2025-05-27,4,1.0,-0.75
USD_SWAP_SHIFT_05,2,0,USD_SWAP,2025-05-27,5,1.0,-0.75
USD_SWAP_SHIFT_05,2,0,USD_SWAP,2025-05-27,6,1.0,-0.75
